route_no,route_id,time_category,counts,counts_average,time_category_duration,frequency
51AUP,771,peak_1,2,2,240,120
51AUP,771,peak_2,1,1,240,240
51DOWN,772,non_peak_1,2,2,480,240
51DOWN,772,non_peak_2,5,5,300,60
51DOWN,772,non_peak_3,2,2,180,90
51DOWN,772,peak_1,6,6,240,40
51DOWN,772,peak_2,4,4,240,60
51UP,773,non_peak_1,5,5,480,96
51UP,773,non_peak_2,5,5,300,60
51UP,773,peak_1,4,4,240,60
51UP,773,peak_2,5,5,240,48
52ADOWN,774,non_peak_1,1,1,480,480
52ADOWN,774,non_peak_2,2,2,300,150
52ADOWN,774,peak_1,2,2,240,120
52ADOWN,774,peak_2,2,2,240,120
52AUP,775,non_peak_1,1,1,480,480
52AUP,775,non_peak_2,2,2,300,150
52AUP,775,peak_1,2,2,240,120
52AUP,775,peak_2,2,2,240,120
52BDOWN,776,non_peak_1,1,1,480,480
52BUP,777,non_peak_1,1,1,480,480
52CDOWN,778,non_peak_1,2,2,480,240
52CDOWN,778,non_peak_2,1,1,300,300
52CDOWN,778,non_peak_3,1,1,180,180
52CDOWN,778,peak_1,1,1,240,240
52CDOWN,778,peak_2,1,1,240,240
52CUP,779,non_peak_1,1,1,480,480
52CUP,779,non_peak_2,1,1,300,300
52CUP,779,non_peak_3,1,1,180,180
52CUP,779,peak_1,1,1,240,240
52CUP,779,peak_2,2,2,240,120
52DDOWN,781,non_peak_1,1,1,480,480
52DDOWN,781,non_peak_2,1,1,300,300
52DDOWN,781,peak_1,1,1,240,240
52DDOWN,781,peak_2,1,1,240,240
52DOWN,780,non_peak_1,2,2,480,240
52DOWN,780,non_peak_2,9,9,300,34
52DOWN,780,non_peak_3,4,4,180,45
52DOWN,780,peak_1,8,8,240,30
52DOWN,780,peak_2,7,7,240,35
52DUP,782,non_peak_1,1,1,480,480
52DUP,782,non_peak_2,1,1,300,300
52DUP,782,peak_1,1,1,240,240
52DUP,782,peak_2,1,1,240,240
52UP,783,non_peak_1,6,6,480,80
52UP,783,non_peak_2,9,9,300,34
52UP,783,non_peak_3,2,2,180,90
52UP,783,peak_1,7,7,240,35
52UP,783,peak_2,6,6,240,40
55BDOWN,784,non_peak_3,3,3,180,60
55BUP,785,non_peak_1,3,3,480,160
55DOWN,786,non_peak_1,2,2,480,240
55DOWN,786,non_peak_2,10,10,300,30
55DOWN,786,non_peak_3,3,3,180,60
55DOWN,786,peak_1,6,6,240,40
55DOWN,786,peak_2,6,6,240,40
55UP,787,non_peak_1,4,4,480,120
55UP,787,non_peak_2,9,9,300,34
55UP,787,non_peak_3,2,2,180,90
55UP,787,peak_1,6,6,240,40
55UP,787,peak_2,6,6,240,40
57ADOWN,788,non_peak_2,1,1,300,300
57ADOWN,788,peak_1,1,1,240,240
57ADOWN,788,peak_2,1,1,240,240
57AUP,789,non_peak_2,1,1,300,300
57AUP,789,peak_1,2,2,240,120
57DOWN,790,non_peak_1,3,3,480,160
57DOWN,790,non_peak_2,6,6,300,50
57DOWN,790,non_peak_3,2,2,180,90
57DOWN,790,peak_1,6,6,240,40
57DOWN,790,peak_2,5,5,240,48
57UP,791,non_peak_1,5,5,480,96
57UP,791,non_peak_2,7,7,300,43
57UP,791,non_peak_3,1,1,180,180
57UP,791,peak_1,4,4,240,60
57UP,791,peak_2,5,5,240,48
58DOWN,792,non_peak_1,3,3,480,160
58DOWN,792,non_peak_2,6,6,300,50
58DOWN,792,non_peak_3,3,3,180,60
58DOWN,792,peak_1,6,6,240,40
58DOWN,792,peak_2,6,6,240,40
58UP,793,non_peak_1,4,4,480,120
58UP,793,non_peak_2,6,6,300,50
58UP,793,non_peak_3,2,2,180,90
58UP,793,peak_1,6,6,240,40
58UP,793,peak_2,6,6,240,40
59DOWN,794,non_peak_1,3,3,480,160
59DOWN,794,non_peak_2,6,6,300,50
59DOWN,794,non_peak_3,3,3,180,60
59DOWN,794,peak_1,6,6,240,40
59DOWN,794,peak_2,6,6,240,40
59UP,795,non_peak_1,4,4,480,120
59UP,795,non_peak_2,6,6,300,50
59UP,795,non_peak_3,2,2,180,90
59UP,795,peak_1,6,6,240,40
59UP,795,peak_2,6,6,240,40
5ADOWN,796,non_peak_3,3,3,180,60
5ADOWN,796,peak_2,1,1,240,240
5AUP,797,non_peak_1,3,3,480,160
5AUP,797,peak_1,1,1,240,240
5DOWN,759,non_peak_1,23,23,480,21
5DOWN,759,non_peak_2,57,57,300,6
5DOWN,759,non_peak_3,23,23,180,8
5DOWN,759,peak_1,56,56,240,5
5DOWN,759,peak_2,53,53,240,5
5UP,760,non_peak_1,32,32,480,15
5UP,760,non_peak_2,60,60,300,5
5UP,760,non_peak_3,14,14,180,13
5UP,760,peak_1,52,52,240,5
5UP,760,peak_2,53,53,240,5
60DOWN,1024,non_peak_1,4,4,480,120
60DOWN,1024,non_peak_2,10,10,300,30
60DOWN,1024,non_peak_3,5,5,180,36
60DOWN,1024,peak_1,8,8,240,30
60DOWN,1024,peak_2,8,8,240,30
60UP,1025,non_peak_1,4,4,480,120
60UP,1025,non_peak_2,10,10,300,30
60UP,1025,non_peak_3,5,5,180,36
60UP,1025,peak_1,8,8,240,30
60UP,1025,peak_2,8,8,240,30
61DOWN,800,non_peak_1,3,3,480,160
61DOWN,800,non_peak_2,7,7,300,43
61DOWN,800,non_peak_3,1,1,180,180
61DOWN,800,peak_1,7,7,240,35
61DOWN,800,peak_2,6,6,240,40
61UP,801,non_peak_1,5,5,480,96
61UP,801,non_peak_2,8,8,300,38
61UP,801,peak_1,6,6,240,40
61UP,801,peak_2,5,5,240,48
62DOWN,802,peak_1,1,1,240,240
62DOWN,802,peak_2,1,1,240,240
62UP,803,non_peak_2,1,1,300,300
62UP,803,peak_1,1,1,240,240
64DOWN,804,non_peak_1,5,5,480,96
64DOWN,804,non_peak_2,19,19,300,16
64DOWN,804,non_peak_3,6,6,180,30
64DOWN,804,peak_1,18,18,240,14
64DOWN,804,peak_2,18,18,240,14
64MDOWN,805,non_peak_2,1,1,300,300
64MDOWN,805,peak_1,1,1,240,240
64MDOWN,805,peak_2,1,1,240,240
64MUP,806,non_peak_2,2,2,300,150
64MUP,806,peak_1,1,1,240,240
64UP,807,non_peak_1,13,13,480,37
64UP,807,non_peak_2,20,20,300,15
64UP,807,non_peak_3,1,1,180,180
64UP,807,peak_1,18,18,240,14
64UP,807,peak_2,14,14,240,18
65ADOWN,808,non_peak_1,4,4,480,120
65ADOWN,808,non_peak_2,6,6,300,50
65ADOWN,808,non_peak_3,1,1,180,180
65ADOWN,808,peak_1,7,7,240,35
65ADOWN,808,peak_2,8,8,240,30
65AUP,809,non_peak_1,7,7,480,69
65AUP,809,non_peak_2,10,10,300,30
65AUP,809,non_peak_3,2,2,180,90
65AUP,809,peak_1,3,3,240,80
65AUP,809,peak_2,4,4,240,60
65DOWN,810,non_peak_1,1,1,480,480
65DOWN,810,non_peak_2,1,1,300,300
65DOWN,810,peak_1,2,2,240,120
65DOWN,810,peak_2,1,1,240,240
65UP,811,non_peak_1,1,1,480,480
65UP,811,peak_1,3,3,240,80
65UP,811,peak_2,1,1,240,240
66ADOWN,812,peak_1,1,1,240,240
66AUP,813,non_peak_2,1,1,300,300
66DOWN,814,non_peak_1,1,1,480,480
66DOWN,814,non_peak_2,2,2,300,150
66UP,815,non_peak_2,1,1,300,300
66UP,815,peak_1,1,1,240,240
66UP,815,peak_2,1,1,240,240
67CDOWN,816,non_peak_1,1,1,480,480
67CDOWN,816,non_peak_2,1,1,300,300
67CDOWN,816,peak_1,1,1,240,240
67CDOWN,816,peak_2,2,2,240,120
67CUP,817,non_peak_1,1,1,480,480
67CUP,817,non_peak_2,1,1,300,300
67CUP,817,peak_1,2,2,240,120
67CUP,817,peak_2,1,1,240,240
67DDOWN,819,non_peak_1,1,1,480,480
67DDOWN,819,peak_1,1,1,240,240
67DDOWN,819,peak_2,1,1,240,240
67DOWN,818,non_peak_1,5,5,480,96
67DOWN,818,non_peak_2,16,16,300,19
67DOWN,818,non_peak_3,6,6,180,30
67DOWN,818,peak_1,12,12,240,20
67DOWN,818,peak_2,13,13,240,19
67DUP,820,non_peak_1,1,1,480,480
67DUP,820,peak_1,1,1,240,240
67DUP,820,peak_2,1,1,240,240
67UP,821,non_peak_1,6,6,480,80
67UP,821,non_peak_2,14,14,300,22
67UP,821,non_peak_3,2,2,180,90
67UP,821,peak_1,14,14,240,18
67UP,821,peak_2,14,14,240,18
68DOWN,822,non_peak_1,1,1,480,480
68DOWN,822,non_peak_2,1,1,300,300
68DOWN,822,peak_1,1,1,240,240
68DOWN,822,peak_2,1,1,240,240
68UP,823,non_peak_2,1,1,300,300
68UP,823,peak_1,2,2,240,120
68UP,823,peak_2,1,1,240,240
69ADOWN,824,peak_1,1,1,240,240
69ADOWN,824,peak_2,1,1,240,240
69AUP,825,non_peak_2,1,1,300,300
69AUP,825,peak_1,1,1,240,240
69DOWN,826,non_peak_1,2,2,480,240
69DOWN,826,non_peak_2,2,2,300,150
69DOWN,826,peak_2,1,1,240,240
69UP,827,non_peak_1,1,1,480,480
69UP,827,non_peak_2,1,1,300,300
69UP,827,peak_1,1,1,240,240
69UP,827,peak_2,2,2,240,120
6DOWN,798,non_peak_1,2,2,480,240
6DOWN,798,non_peak_2,7,7,300,43
6DOWN,798,non_peak_3,1,1,180,180
6DOWN,798,peak_1,5,5,240,48
6DOWN,798,peak_2,5,5,240,48
6UP,799,non_peak_1,3,3,480,160
6UP,799,non_peak_2,6,6,300,50
6UP,799,peak_1,5,5,240,48
6UP,799,peak_2,6,6,240,40
70DOWN,830,non_peak_1,1,1,480,480
70DOWN,830,non_peak_2,2,2,300,150
70DOWN,830,non_peak_3,1,1,180,180
70DOWN,830,peak_1,2,2,240,120
70DOWN,830,peak_2,1,1,240,240
70UP,831,non_peak_1,1,1,480,480
70UP,831,non_peak_2,2,2,300,150
70UP,831,peak_1,2,2,240,120
70UP,831,peak_2,2,2,240,120
71RING,832,non_peak_1,8,8,480,60
71RING,832,non_peak_2,15,15,300,20
71RING,832,non_peak_3,3,3,180,60
71RING,832,peak_1,13,13,240,19
71RING,832,peak_2,11,11,240,22
72ADOWN,833,non_peak_2,2,2,300,150
72AUP,834,non_peak_2,2,2,300,150
72DOWN,835,non_peak_1,2,2,480,240
72DOWN,835,non_peak_2,4,4,300,75
72DOWN,835,non_peak_3,1,1,180,180
72DOWN,835,peak_1,6,6,240,40
72DOWN,835,peak_2,4,4,240,60
72UP,836,non_peak_1,4,4,480,120
72UP,836,non_peak_2,3,3,300,100
72UP,836,peak_1,6,6,240,40
72UP,836,peak_2,4,4,240,60
73ADOWN,837,peak_1,1,1,240,240
73ADOWN,837,peak_2,1,1,240,240
73AUP,838,non_peak_1,1,1,480,480
73AUP,838,non_peak_2,1,1,300,300
73DOWN,839,non_peak_1,1,1,480,480
73DOWN,839,non_peak_2,2,2,300,150
73DOWN,839,peak_1,1,1,240,240
73DOWN,839,peak_2,1,1,240,240
73UP,840,non_peak_2,1,1,300,300
73UP,840,peak_1,2,2,240,120
73UP,840,peak_2,2,2,240,120
74ADOWN,841,non_peak_2,1,1,300,300
74ADOWN,841,peak_2,4,4,240,60
74AUP,842,non_peak_1,4,4,480,120
74AUP,842,non_peak_2,1,1,300,300
74AUP,842,peak_1,1,1,240,240
74DOWN,843,non_peak_1,1,1,480,480
74DOWN,843,non_peak_2,1,1,300,300
74DOWN,843,non_peak_3,1,1,180,180
74DOWN,843,peak_1,2,2,240,120
74DOWN,843,peak_2,1,1,240,240
74UP,844,non_peak_1,2,2,480,240
74UP,844,non_peak_2,1,1,300,300
74UP,844,peak_1,1,1,240,240
74UP,844,peak_2,2,2,240,120
75DOWN,845,non_peak_2,1,1,300,300
75DOWN,845,peak_1,2,2,240,120
75DOWN,845,peak_2,1,1,240,240
75UP,846,non_peak_1,1,1,480,480
75UP,846,non_peak_2,1,1,300,300
75UP,846,peak_1,1,1,240,240
75UP,846,peak_2,1,1,240,240
76DOWN,847,non_peak_2,1,1,300,300
76DOWN,847,peak_1,3,3,240,80
76DOWN,847,peak_2,2,2,240,120
76UP,848,non_peak_2,1,1,300,300
76UP,848,peak_1,3,3,240,80
76UP,848,peak_2,2,2,240,120
77ADOWN,851,non_peak_1,1,1,480,480
77ADOWN,851,non_peak_2,1,1,300,300
77AUP,852,non_peak_2,1,1,300,300
77AUP,852,non_peak_3,1,1,180,180
77DOWN,849,non_peak_1,1,1,480,480
77DOWN,849,non_peak_2,1,1,300,300
77DOWN,849,peak_1,2,2,240,120
77DOWN,849,peak_2,2,2,240,120
77UP,850,non_peak_1,1,1,480,480
77UP,850,non_peak_2,1,1,300,300
77UP,850,peak_1,2,2,240,120
77UP,850,peak_2,2,2,240,120
78DOWN,853,non_peak_2,1,1,300,300
78DOWN,853,peak_1,1,1,240,240
78DOWN,853,peak_2,1,1,240,240
78UP,854,non_peak_2,1,1,300,300
78UP,854,peak_1,2,2,240,120
7DOWN,828,non_peak_1,2,2,480,240
7DOWN,828,non_peak_2,6,6,300,50
7DOWN,828,non_peak_3,2,2,180,90
7DOWN,828,peak_1,5,5,240,48
7DOWN,828,peak_2,5,5,240,48
7UP,829,non_peak_1,3,3,480,160
7UP,829,non_peak_2,7,7,300,43
7UP,829,non_peak_3,1,1,180,180
7UP,829,peak_1,4,4,240,60
7UP,829,peak_2,5,5,240,48
80ADOWN,857,non_peak_1,1,1,480,480
80AUP,858,non_peak_3,1,1,180,180
80RING,859,non_peak_2,2,2,300,150
80RING,859,peak_1,3,3,240,80
80RING,859,peak_2,2,2,240,120
81DOWN,860,non_peak_2,1,1,300,300
81DOWN,860,peak_1,2,2,240,120
81DOWN,860,peak_2,1,1,240,240
81UP,861,non_peak_2,1,1,300,300
81UP,861,peak_1,2,2,240,120
81UP,861,peak_2,1,1,240,240
82ARING,862,non_peak_1,6,6,480,80
82BDOWN,863,non_peak_1,8,8,480,60
82BDOWN,863,peak_1,3,3,240,80
82BUP,864,non_peak_1,4,4,480,120
82BUP,864,non_peak_3,8,8,180,23
82BUP,864,peak_2,5,5,240,48
82DDOWN,866,non_peak_1,4,4,480,120
82DDOWN,866,non_peak_2,10,10,300,30
82DDOWN,866,non_peak_3,5,5,180,36
82DDOWN,866,peak_1,8,8,240,30
82DDOWN,866,peak_2,8,8,240,30
82DUP,867,non_peak_1,4,4,480,120
82DUP,867,non_peak_2,10,10,300,30
82DUP,867,non_peak_3,5,5,180,36
82DUP,867,peak_1,8,8,240,30
82DUP,867,peak_2,8,8,240,30
82RING,865,non_peak_1,8,8,480,60
82RING,865,non_peak_2,33,33,300,10
82RING,865,non_peak_3,7,7,180,26
82RING,865,peak_1,27,27,240,9
82RING,865,peak_2,17,17,240,15
83ADOWN,870,non_peak_2,1,1,300,300
83ADOWN,870,non_peak_3,1,1,180,180
83DOWN,868,non_peak_1,1,1,480,480
83DOWN,868,non_peak_2,1,1,300,300
83UP,869,non_peak_1,1,1,480,480
83UP,869,non_peak_2,1,1,300,300
83UP,869,peak_1,1,1,240,240
83UP,869,peak_2,1,1,240,240
84ACUP,879,non_peak_1,1,1,480,480
84ADOWN,871,non_peak_1,1,1,480,480
84ADOWN,871,non_peak_2,2,2,300,150
84ADOWN,871,peak_1,1,1,240,240
84ADOWN,871,peak_2,1,1,240,240
84AUP,872,non_peak_2,1,1,300,300
84AUP,872,peak_1,2,2,240,120
84AUP,872,peak_2,1,1,240,240
84BDOWN,873,peak_2,1,1,240,240
84BUP,874,non_peak_1,4,4,480,120
84BUP,874,non_peak_2,10,10,300,30
84BUP,874,non_peak_3,5,5,180,36
84BUP,874,peak_1,8,8,240,30
84BUP,874,peak_2,8,8,240,30
84DDOWN,876,non_peak_1,4,4,480,120
84DDOWN,876,non_peak_2,10,10,300,30
84DDOWN,876,non_peak_3,5,5,180,36
84DDOWN,876,peak_1,8,8,240,30
84DDOWN,876,peak_2,8,8,240,30
84DOWN,875,non_peak_1,1,1,480,480
84DOWN,875,non_peak_2,2,2,300,150
84DOWN,875,peak_1,2,2,240,120
84DOWN,875,peak_2,1,1,240,240
84DUP,877,non_peak_1,4,4,480,120
84DUP,877,non_peak_2,10,10,300,30
84DUP,877,non_peak_3,5,5,180,36
84DUP,877,peak_1,8,8,240,30
84DUP,877,peak_2,8,8,240,30
84UP,878,non_peak_1,1,1,480,480
84UP,878,non_peak_2,2,2,300,150
84UP,878,non_peak_3,1,1,180,180
84UP,878,peak_1,2,2,240,120
84UP,878,peak_2,1,1,240,240
85ADOWN,887,non_peak_1,4,4,480,120
85ADOWN,887,non_peak_2,10,10,300,30
85ADOWN,887,non_peak_3,5,5,180,36
85ADOWN,887,peak_1,8,8,240,30
85ADOWN,887,peak_2,8,8,240,30
85AUP,882,non_peak_1,1,1,480,480
85AUP,882,peak_2,1,1,240,240
85BDOWN,883,non_peak_2,1,1,300,300
85BUP,884,non_peak_2,1,1,300,300
85DOWN,885,non_peak_1,1,1,480,480
85DOWN,885,non_peak_2,1,1,300,300
85DOWN,885,peak_1,1,1,240,240
85UP,886,non_peak_2,1,1,300,300
85UP,886,peak_1,1,1,240,240
85UP,886,peak_2,1,1,240,240
86ADOWN,1026,peak_2,1,1,240,240
86AUP,1027,non_peak_1,4,4,480,120
86AUP,1027,non_peak_2,10,10,300,30
86AUP,1027,non_peak_3,5,5,180,36
86AUP,1027,peak_1,8,8,240,30
86AUP,1027,peak_2,8,8,240,30
86BDOWN,1028,non_peak_1,2,2,480,240
86BUP,1029,non_peak_3,1,1,180,180
86DOWN,888,non_peak_1,2,2,480,240
86DOWN,888,non_peak_2,4,4,300,75
86DOWN,888,peak_1,2,2,240,120
86DOWN,888,peak_2,2,2,240,120
86UP,889,non_peak_1,2,2,480,240
86UP,889,non_peak_2,3,3,300,100
86UP,889,peak_1,3,3,240,80
86UP,889,peak_2,3,3,240,80
87ADOWN,900,non_peak_1,1,1,480,480
87ADOWN,900,non_peak_2,1,1,300,300
87ADOWN,900,peak_1,2,2,240,120
87ADOWN,900,peak_2,2,2,240,120
87AUP,901,non_peak_1,1,1,480,480
87AUP,901,non_peak_2,2,2,300,150
87AUP,901,peak_1,1,1,240,240
87AUP,901,peak_2,1,1,240,240
87BDOWN,890,non_peak_1,3,3,480,160
87BDOWN,890,non_peak_2,4,4,300,75
87BDOWN,890,non_peak_3,1,1,180,180
87BDOWN,890,peak_1,4,4,240,60
87BDOWN,890,peak_2,3,3,240,80
87BUP,891,non_peak_1,2,2,480,240
87BUP,891,non_peak_2,3,3,300,100
87BUP,891,non_peak_3,2,2,180,90
87BUP,891,peak_1,4,4,240,60
87BUP,891,peak_2,4,4,240,60
87CDOWN,892,peak_1,1,1,240,240
87CDOWN,892,peak_2,1,1,240,240
87CUP,893,non_peak_1,1,1,480,480
87CUP,893,non_peak_2,1,1,300,300
87DDOWN,895,non_peak_1,3,3,480,160
87DDOWN,895,non_peak_2,4,4,300,75
87DDOWN,895,peak_1,5,5,240,48
87DDOWN,895,peak_2,4,4,240,60
87DOWN,894,non_peak_1,1,1,480,480
87DOWN,894,non_peak_2,1,1,300,300
87DOWN,894,peak_1,1,1,240,240
87DOWN,894,peak_2,1,1,240,240
87DUP,896,non_peak_1,1,1,480,480
87DUP,896,non_peak_2,4,4,300,75
87DUP,896,peak_1,5,5,240,48
87DUP,896,peak_2,4,4,240,60
87EDOWN,897,non_peak_1,4,4,480,120
87EDOWN,897,non_peak_2,10,10,300,30
87EDOWN,897,non_peak_3,5,5,180,36
87EDOWN,897,peak_1,8,8,240,30
87EDOWN,897,peak_2,8,8,240,30
87EUP,898,non_peak_3,3,3,180,60
87UP,899,non_peak_2,1,1,300,300
87UP,899,peak_1,1,1,240,240
87UP,899,peak_2,2,2,240,120
89DOWN,902,non_peak_1,1,1,480,480
89DOWN,902,non_peak_2,3,3,300,100
89DOWN,902,non_peak_3,1,1,180,180
89DOWN,902,peak_1,2,2,240,120
89DOWN,902,peak_2,1,1,240,240
89UP,903,non_peak_1,1,1,480,480
89UP,903,non_peak_2,2,2,300,150
89UP,903,peak_1,2,2,240,120
89UP,903,peak_2,2,2,240,120
8DOWN,855,non_peak_1,4,4,480,120
8DOWN,855,non_peak_2,8,8,300,38
8DOWN,855,peak_1,8,8,240,30
8DOWN,855,peak_2,8,8,240,30
8UP,856,non_peak_1,6,6,480,80
8UP,856,non_peak_2,9,9,300,34
8UP,856,peak_1,6,6,240,40
8UP,856,peak_2,7,7,240,35
90ADOWN,908,non_peak_1,1,1,480,480
90ADOWN,908,non_peak_2,1,1,300,300
90BDOWN,909,peak_2,1,1,240,240
90DOWN,906,non_peak_1,1,1,480,480
90DOWN,906,non_peak_2,3,3,300,100
90DOWN,906,non_peak_3,1,1,180,180
90DOWN,906,peak_1,2,2,240,120
90DOWN,906,peak_2,2,2,240,120
90UP,907,non_peak_1,2,2,480,240
90UP,907,non_peak_2,2,2,300,150
90UP,907,peak_1,3,3,240,80
90UP,907,peak_2,3,3,240,80
91DOWN,910,peak_1,3,3,240,80
91DOWN,910,peak_2,2,2,240,120
91UP,911,non_peak_2,1,1,300,300
91UP,911,peak_1,2,2,240,120
91UP,911,peak_2,2,2,240,120
92DOWN,912,non_peak_2,1,1,300,300
92DOWN,912,peak_1,2,2,240,120
92DOWN,912,peak_2,1,1,240,240
92UP,913,non_peak_1,1,1,480,480
92UP,913,non_peak_2,1,1,300,300
92UP,913,peak_1,1,1,240,240
92UP,913,peak_2,1,1,240,240
93DOWN,1088,non_peak_1,4,4,480,120
93DOWN,1088,non_peak_2,10,10,300,30
93DOWN,1088,non_peak_3,5,5,180,36
93DOWN,1088,peak_1,8,8,240,30
93DOWN,1088,peak_2,8,8,240,30
93UP,1089,non_peak_1,4,4,480,120
93UP,1089,non_peak_2,10,10,300,30
93UP,1089,non_peak_3,5,5,180,36
93UP,1089,peak_1,8,8,240,30
93UP,1089,peak_2,8,8,240,30
94DOWN,914,non_peak_1,5,5,480,96
94DOWN,914,non_peak_2,13,13,300,24
94DOWN,914,non_peak_3,6,6,180,30
94DOWN,914,peak_1,12,12,240,20
94DOWN,914,peak_2,10,10,240,24
94MDOWN,916,non_peak_2,2,2,300,150
94MDOWN,916,peak_1,2,2,240,120
94MDOWN,916,peak_2,1,1,240,240
94MUP,917,non_peak_1,1,1,480,480
94MUP,917,non_peak_2,1,1,300,300
94MUP,917,peak_1,2,2,240,120
94MUP,917,peak_2,1,1,240,240
94UP,915,non_peak_1,8,8,480,60
94UP,915,non_peak_2,15,15,300,20
94UP,915,non_peak_3,3,3,180,60
94UP,915,peak_1,11,11,240,22
94UP,915,peak_2,10,10,240,24
95DOWN,918,non_peak_2,1,1,300,300
95DOWN,918,peak_1,3,3,240,80
95DOWN,918,peak_2,1,1,240,240
95UP,919,non_peak_1,1,1,480,480
95UP,919,non_peak_2,1,1,300,300
95UP,919,peak_1,2,2,240,120
95UP,919,peak_2,1,1,240,240
97DOWN,920,non_peak_2,2,2,300,150
97DOWN,920,peak_1,1,1,240,240
97DOWN,920,peak_2,1,1,240,240
97UP,921,non_peak_2,1,1,300,300
97UP,921,peak_1,2,2,240,120
97UP,921,peak_2,1,1,240,240
98ADOWN,924,non_peak_3,3,3,180,60
98AUP,925,non_peak_3,3,3,180,60
98BDOWN,926,non_peak_2,2,2,300,150
98BDOWN,926,non_peak_3,8,8,180,23
98BUP,927,non_peak_1,3,3,480,160
98BUP,927,non_peak_2,2,2,300,150
98BUP,927,non_peak_3,5,5,180,36
98DOWN,922,non_peak_1,12,12,480,40
98DOWN,922,non_peak_2,25,25,300,12
98DOWN,922,non_peak_3,8,8,180,23
98DOWN,922,peak_1,21,21,240,12
98DOWN,922,peak_2,19,19,240,13
98UP,923,non_peak_1,12,12,480,40
98UP,923,non_peak_2,26,26,300,12
98UP,923,non_peak_3,6,6,180,30
98UP,923,peak_1,20,20,240,12
98UP,923,peak_2,21,21,240,12
99ADOWN,928,non_peak_2,2,2,300,150
99ADOWN,928,non_peak_3,1,1,180,180
99ADOWN,928,peak_2,1,1,240,240
99AUP,929,non_peak_1,3,3,480,160
99AUP,929,non_peak_2,2,2,300,150
99DOWN,930,non_peak_1,8,8,480,60
99DOWN,930,non_peak_2,25,25,300,12
99DOWN,930,non_peak_3,7,7,180,26
99DOWN,930,peak_1,20,20,240,12
99DOWN,930,peak_2,20,20,240,12
99UP,931,non_peak_1,15,15,480,32
99UP,931,non_peak_2,27,27,300,12
99UP,931,non_peak_3,4,4,180,45
99UP,931,peak_1,19,19,240,13
99UP,931,peak_2,15,15,240,16
9DOWN,904,non_peak_1,5,5,480,96
9DOWN,904,non_peak_2,9,9,300,34
9DOWN,904,non_peak_3,1,1,180,180
9DOWN,904,peak_1,7,7,240,35
9DOWN,904,peak_2,8,8,240,30
9UP,905,non_peak_1,4,4,480,120
9UP,905,non_peak_2,10,10,300,30
9UP,905,non_peak_3,2,2,180,90
9UP,905,peak_1,7,7,240,35
9UP,905,peak_2,7,7,240,35
AP2DOWN,932,non_peak_1,5,5,480,96
AP2DOWN,932,non_peak_2,16,16,300,19
AP2DOWN,932,non_peak_3,2,2,180,90
AP2DOWN,932,peak_1,15,15,240,16
AP2DOWN,932,peak_2,14,14,240,18
AP2UP,933,non_peak_1,7,7,480,69
AP2UP,933,non_peak_2,17,17,300,18
AP2UP,933,non_peak_3,1,1,180,180
AP2UP,933,peak_1,14,14,240,18
AP2UP,933,peak_2,13,13,240,19
B1ADOWN,1030,non_peak_1,4,4,480,120
B1ADOWN,1030,non_peak_2,10,10,300,30
B1ADOWN,1030,non_peak_3,5,5,180,36
B1ADOWN,1030,peak_1,8,8,240,30
B1ADOWN,1030,peak_2,8,8,240,30
B1AUP,1031,non_peak_1,4,4,480,120
B1AUP,1031,non_peak_2,10,10,300,30
B1AUP,1031,non_peak_3,5,5,180,36
B1AUP,1031,peak_1,8,8,240,30
B1AUP,1031,peak_2,8,8,240,30
B1DOWN,934,non_peak_2,5,5,300,60
B1DOWN,934,peak_1,5,5,240,48
B1DOWN,934,peak_2,4,4,240,60
B1UP,935,non_peak_2,4,4,300,75
B1UP,935,peak_1,6,6,240,40
B1UP,935,peak_2,4,4,240,60
B2DOWN,936,non_peak_1,3,3,480,160
B2DOWN,936,non_peak_2,4,4,300,75
B2DOWN,936,peak_1,5,5,240,48
B2DOWN,936,peak_2,5,5,240,48
B2UP,937,non_peak_1,3,3,480,160
B2UP,937,non_peak_2,4,4,300,75
B2UP,937,peak_1,5,5,240,48
B2UP,937,peak_2,5,5,240,48
H11ADOWN,940,non_peak_1,1,1,480,480
H11ADOWN,940,non_peak_2,3,3,300,100
H11ADOWN,940,non_peak_3,2,2,180,90
H11ADOWN,940,peak_1,3,3,240,80
H11ADOWN,940,peak_2,3,3,240,80
H11AUP,941,non_peak_1,1,1,480,480
H11AUP,941,non_peak_2,4,4,300,75
H11AUP,941,non_peak_3,1,1,180,180
H11AUP,941,peak_1,3,3,240,80
H11AUP,941,peak_2,3,3,240,80
H11DOWN,938,non_peak_1,1,1,480,480
H11DOWN,938,non_peak_2,4,4,300,75
H11DOWN,938,non_peak_3,1,1,180,180
H11DOWN,938,peak_1,3,3,240,80
H11DOWN,938,peak_2,3,3,240,80
H11UP,939,non_peak_1,2,2,480,240
H11UP,939,non_peak_2,3,3,300,100
H11UP,939,non_peak_3,1,1,180,180
H11UP,939,peak_1,3,3,240,80
H11UP,939,peak_2,3,3,240,80
H3DOWN,942,non_peak_1,3,3,480,160
H3DOWN,942,non_peak_2,8,8,300,38
H3DOWN,942,non_peak_3,2,2,180,90
H3DOWN,942,peak_1,8,8,240,30
H3DOWN,942,peak_2,7,7,240,35
H3UP,943,non_peak_1,4,4,480,120
H3UP,943,non_peak_2,7,7,300,43
H3UP,943,non_peak_3,1,1,180,180
